priority,status,action,name,key,mentions,sources,score,context,source_examples
LOW,missing_candidate,park_or_ignore_until_confirmed,Fremtidens Coop,fremtidens-coop,1,1,8,"r kunne stå på egne ben. Da **Coop Danmark[\[41\]](https://coop.dk/kontakt/pressekontakt/pressemeddelelser/coop-samler-tre-kaeder-i-en/)** lanserte strategien «Fremtidens Coop» i 2023, var budskapet at Irma hadde hatt un",research/bibliotek/forskningsrunde-2026-04-20/nordiske-dagligvarecase-mislyktes-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Budsjett: Ikke,budsjett-ikke,1,1,8,"kologiske** matsystemet fra produksjon til konsum, med forskning, koordinering og kommunikasjon.[^4][^5] - Varighet: Etablerte senter, løpende aktivitet.[^4] - Budsjett: Ikke offentlig totalbudsjett; finansieres av SLU o",research/bibliotek/forskningsrunde-2026-04-20-r2/p05-nordiske-forskningsprogrammer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nøkkelpersoner: - Direktør,nkkelpersoner-direktr,1,1,8,"kasjon.[^4][^5] - Varighet: Etablerte senter, løpende aktivitet.[^4] - Budsjett: Ikke offentlig totalbudsjett; finansieres av SLU og eksterne prosjekter.[^4] - Nøkkelpersoner: - Direktør: **Johanna Spångberg** (Executive",research/bibliotek/forskningsrunde-2026-04-20-r2/p05-nordiske-forskningsprogrammer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Johanna Spångberg,johanna-spangberg,1,1,8,"rte senter, løpende aktivitet.[^4] - Budsjett: Ikke offentlig totalbudsjett; finansieres av SLU og eksterne prosjekter.[^4] - Nøkkelpersoner: - Direktør: **Johanna Spångberg** (Executive Director).[^11][^12] - Kommunikas",research/bibliotek/forskningsrunde-2026-04-20-r2/p05-nordiske-forskningsprogrammer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Executive Director,executive-director,1,1,8,ktivitet.[^4] - Budsjett: Ikke offentlig totalbudsjett; finansieres av SLU og eksterne prosjekter.[^4] - Nøkkelpersoner: - Direktør: **Johanna Spångberg** (Executive Director).[^11][^12] - Kommunikasjonsansvarlig: **Per ,research/bibliotek/forskningsrunde-2026-04-20-r2/p05-nordiske-forskningsprogrammer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Per Anders Fredriksson,per-anders-fredriksson,1,1,8,"res av SLU og eksterne prosjekter.[^4] - Nøkkelpersoner: - Direktør: **Johanna Spångberg** (Executive Director).[^11][^12] - Kommunikasjonsansvarlig: **Per Anders Fredriksson**, **Karin Ullvén** m.fl.[^12][^11] - Publise",research/bibliotek/forskningsrunde-2026-04-20-r2/p05-nordiske-forskningsprogrammer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Karin Ullvén,karin-ullven,1,1,8,"ekter.[^4] - Nøkkelpersoner: - Direktør: **Johanna Spångberg** (Executive Director).[^11][^12] - Kommunikasjonsansvarlig: **Per Anders Fredriksson**, **Karin Ullvén** m.fl.[^12][^11] - Publiserte resultater: - Har publis",research/bibliotek/forskningsrunde-2026-04-20-r2/p05-nordiske-forskningsprogrammer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Systemperspektiv: - Det,systemperspektiv-det,1,1,8,"atsystemer.[^14] - Industrisamarbeid: Høy grad av samarbeid om produkt‑ og teknologiutvikling, bl.a. med danske og internasjonale næringsmiddelbedrifter.[^3] - Systemperspektiv: - Det finnes flere EU- og nordiske prosjek",research/bibliotek/forskningsrunde-2026-04-20-r2/p05-nordiske-forskningsprogrammer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Land Lantbruk,land-lantbruk,1,1,8,"en kunnskap? > > Kilder: SLU prosjektdatabase, Axfoundation Progress Report 2025, Formas prosjektregister, Hemköp pressemeldinger, svensk landbrukspresse (ATL, Land Lantbruk). Prosjektet «Framtidens foder för fågel, fisk",research/bibliotek/forskningsrunde-2026-04-20-r2/p13-ax-framtidens-foder-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Campus Grythyttan,campus-grythyttan,1,1,8,"næring (ikke helt klart) [^3] / / Lilla Grödby Lantbruk / Gårdbruker som tester fôr til gris/matfugl / Primærprodusent [^3] / / Restaurang‑ og hotellhögskolan, Campus Grythyttan (Örebro universitet) / Sensoriske tester f",research/bibliotek/forskningsrunde-2026-04-20-r2/p13-ax-framtidens-foder-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,SIS Newbie,sis-newbie,1,1,8,"ressurs til mat og fôr.[^10] - Nofima – nye arter: - Nofima leder/medvirker i prosjektet «Utnyttelse og forvaltning av nye marine arter i norske farvann» (SIS Newbie), der man ser på hvordan nye arter som dukker opp pga.",research/bibliotek/forskningsrunde-2026-04-20-r2/p14-ax-smart-svensk-sjomat-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nøkkelpersoner - Daglig,nkkelpersoner-daglig,1,1,8,"andnes som skal bruke overskuddsmat til 40 000 gratis måltider per måned, redde 220 tonn overskuddsmat årlig og gi arbeidstrening til 20–25 unge per år.[^14] - Nøkkelpersoner - Daglig leder/styreleder i Kavlifondet; pros",research/bibliotek/forskningsrunde-2026-04-20-r2/p16-nordiske-do-tanks-stiftelser-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nøkkelpersoner - Styre,nkkelpersoner-styre,1,1,8,"Forventet fokus på lokal matsirkularitet, matsvinn, ombruk av mat, lokale initiativ – dette må verifiseres ved direkte gjennomgang av fondets prosjektliste. - Nøkkelpersoner - Styre/sekretariat i fondet (Coop-representan",research/bibliotek/forskningsrunde-2026-04-20-r2/p16-nordiske-do-tanks-stiftelser-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nøkkelpersoner - Embetsmenn,nkkelpersoner-embetsmenn,1,1,8,"kter som Circular FoodShift, som utvikler sirkulære skole-matsystemer i Baltikum med kobling til Nordic Council of Ministers’ bioøkonomi-prioriteringer.[^19] - Nøkkelpersoner - Embetsmenn i ministerrådets sekretariat (bi",research/bibliotek/forskningsrunde-2026-04-20-r2/p16-nordiske-do-tanks-stiftelser-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Matti Tähtinen,matti-tahtinen,1,1,8,"ntral talsperson; står ofte frem i finansieringssaker, og omtales som drivende bak visjonen om mer effektiv og bærekraftig proteinproduksjon.[^9][^3][^7] - Matti Tähtinen – medgründer og CTO (Chief Technology Officer); a",research/bibliotek/forskningsrunde-2026-04-20-r2/p17-volare-selskapsdossier-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Chief Executive Officer,chief-executive-officer,1,1,8,"prosess, omtaler selv løsningen som «upcycling i sin reneste form».[^10][^7] - Jarna Hyvönen – medgründer og nåværende CEO (tidligere COO); presenteres som Chief Executive Officer og «co‑founder» som leder global skaleri",research/bibliotek/forskningsrunde-2026-04-20-r2/p17-volare-selskapsdossier-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Kalankasvatus Vääräniemi,kalankasvatus-vaaraniemi,1,1,8,"Skretting, en global leder innen akvafeed.[^4][^17][^3] - Delta i en 150 000 kg pilot for insektfôret regnbueørret i Finland sammen med Alltech Fennoaqua, Kalankasvatus Vääräniemi og Kalavapriikki.[^4][^17][^3] - Volare ",research/bibliotek/forskningsrunde-2026-04-20-r2/p17-volare-selskapsdossier-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Siden Oatly,siden-oatly,1,1,8,"gjødsel, biogass eller dyrefôr».[^3] - Målet med Over \& Oat er å utvikle nye mat- og materialapplikasjoner som kan løfte okara til høyere verdi.[^16][^2][^3] Siden Oatly er sentral partner i prosjektet, er det rimelig å",research/bibliotek/forskningsrunde-2026-04-20-r2/p20-havremelk-okara-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Interreg ANCHOR,interreg-anchor,1,1,8,"llen til RecoLab i skala og teknisk konsept: separate rør for svartvann og gråvann, vakuumtoaletter, anaerob rötning og lokal energiproduksjon.[^18][^19][^5] - Interreg ANCHOR‑prosjektet (der NSVA er partner) har eksplis",research/bibliotek/forskningsrunde-2026-04-20-r2/p26-helsingborg-recolab-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Bruk Eurostat Comext,bruk-eurostat-comext,1,1,8,"etc., men de må trekkes ut fra detaljerte Eurostat/Comext‑tabeller (HS‑kode 0901, detaljer per partnerland).[^12][^13] **Metodetips for full kartlegging**: - Bruk Eurostat Comext for SE/DK/FI: HS 0901 (grønn og brent kaf",research/bibliotek/forskningsrunde-2026-04-20-r2/p32-kaffesektor-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,FI: HS,fi-hs,1,1,8,"detaljerte Eurostat/Comext‑tabeller (HS‑kode 0901, detaljer per partnerland).[^12][^13] **Metodetips for full kartlegging**: - Bruk Eurostat Comext for SE/DK/FI: HS 0901 (grønn og brent kaffe), variabler “partner – world",research/bibliotek/forskningsrunde-2026-04-20-r2/p32-kaffesektor-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Kaffe KG,kaffe-kg,1,1,8,e/ [^15]: https://www.vardagsekonomi.nu/svenska-familjebolag-dominerar-kaffemarknaden/ [^16]: http://nesbru.mysiteshop.com/file-manager/file/Dokumenter 20-21/Kaffe KG 2020.pdf?context=mosdoc [^17]: https://kaffe.no/hande,research/bibliotek/forskningsrunde-2026-04-20-r2/p32-kaffesektor-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Klaus Bagge Pedersen,klaus-bagge-pedersen,1,1,8,"tet «Food Systems 2026». > Sist oppdatert: 2026-04-20. --- ## 1. Selskapsprofil Too Good To Go (TGTG) ble grunnlagt i 2015 i Danmark av Thomas Bjorn Momsen, Klaus Bagge Pedersen, Adam Sigbrand og Brian Christensen. Hoved",research/bibliotek/forskningsrunde-2026-04-20-r2/p35-too-good-to-go-selskapsdossier-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Adam Sigbrand,adam-sigbrand,1,1,8,"». > Sist oppdatert: 2026-04-20. --- ## 1. Selskapsprofil Too Good To Go (TGTG) ble grunnlagt i 2015 i Danmark av Thomas Bjorn Momsen, Klaus Bagge Pedersen, Adam Sigbrand og Brian Christensen. Hovedkvarteret ligger i Køb",research/bibliotek/forskningsrunde-2026-04-20-r2/p35-too-good-to-go-selskapsdossier-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Første VC,frste-vc,1,1,8,"runner av Endomondo) som CEO — en posisjon hun fortsatt innehar. **Eierskap og finansiering:** - Totalt innhentet kapital: ca. USD 145 millioner (per 2024). - Første VC-runde: blisce/ investerte USD 15,4 mill. i januar 2",research/bibliotek/forskningsrunde-2026-04-20-r2/p35-too-good-to-go-selskapsdossier-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Forløp: - Produktekstern,forlp-produktekstern,1,1,8,"brikkprosjekt), men konkrete beløp må hentes fra f.eks. Crunchbase/årsregnskap. - Planlagt kommersiell fabrikk ble kansellert før konkurs.[^16][^17][^30] - Forløp: - Produktekstern lansering fra 2021, posisjonert som led",research/bibliotek/forskningsrunde-2026-04-20-r2/p40-lyktes-vs-konkurs-sirkulaer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Spark Capital,spark-capital,1,1,8,"apportert ca. 12% økning per acre for en partner), og kjøperne sparer 10–30% på råvarekostnader.[^19] **Skala, investering, lønnsomhet** - Serie A: 8,5 MUSD (Spark Capital m.fl.) i 2018.[^25][^3][^19] - Serie B: 23 MUSD ",research/bibliotek/forskningsrunde-2026-04-20-r2/p41-internasjonale-suksesser-sirkulaer-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Emballasje: PPWR,emballasje-ppwr,1,1,8,"sirkulær mat 2024–2027 - Matsvinn: WFD-endringen gjør svinnreduksjon **måltallsstyrt**, koblet til både forebygging og redistribusjon/donasjon.[^9][^5][^1] - Emballasje: PPWR driver fram gjenbruk og reell materialgjenvin",research/bibliotek/forskningsrunde-2026-04-20-r2/p48-eu-regulering-2024-2027-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Råvarer: EUDR,ravarer-eudr,1,1,8,edistribusjon/donasjon.[^9][^5][^1] - Emballasje: PPWR driver fram gjenbruk og reell materialgjenvinning i nær kontakt med mattrygghetsregler.[^12][^10][^11] - Råvarer: EUDR og CSDDD trekker i retning av avskogingsfri og,research/bibliotek/forskningsrunde-2026-04-20-r2/p48-eu-regulering-2024-2027-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Stillingsnivå: Postdoktor,stillingsniva-postdoktor,1,1,8,"rk Design and Logistics Optimization for Circular Food Supply Chains - Institusjon/miljø: NTNU, trolig samme miljø (VIL/Industrial Ecology‑tilknytning).[^9] - Stillingsnivå: Postdoktor.[^9] - Kandidat: Ikke navngitt (utl",research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Kandidat: Ikke,kandidat-ikke,1,1,8,"ion for Circular Food Supply Chains - Institusjon/miljø: NTNU, trolig samme miljø (VIL/Industrial Ecology‑tilknytning).[^9] - Stillingsnivå: Postdoktor.[^9] - Kandidat: Ikke navngitt (utlyst).[^9] - Veileder/prosjektlede",research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Leder: Professor,leder-professor,1,1,8,"# Foods of Norway – PhD‑miljø med relevans til sirkulær mat - Senter: Foods of Norway, NMBU (SFI‑lignende senter, 9 år, avslutningsseminar i 2024).[^11][^1] - Leder: Professor **Margareth Øverland**.[^1] - Overordnet tem",research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Matti Kummu,matti-kummu,1,1,8,"eller via ORCID‑profiler.[^18] ### Aalto – Sustainable Food Systems - Aalto har forskningsportefølje på «sustainable food systems», bl.a. under professor **Matti Kummu** (vann–mat–jord systemmodeller og «safe operating s",research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nutrition Science - Det,nutrition-science-det,1,1,8,"stemmodellering, men lister over PhD‑kandidater 2024–2026 må hentes via Aaltos research portal (research.aalto.fi) og ORCID.[^20][^19] ### Chalmers – Food \& Nutrition Science - Det finnes tydelig kompetanse og prosjekta",research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Marie Palmnäs,marie-palmnas,1,1,8,D.[^20][^19] ### Chalmers – Food \& Nutrition Science - Det finnes tydelig kompetanse og prosjektaktivitet på **circular \& sustainable food chains** (bl.a. Marie Palmnäs som prosjektleder med bakgrunn i Food \& Nutritio,research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Nutrition Science,nutrition-science,1,1,8,- Det finnes tydelig kompetanse og prosjektaktivitet på **circular \& sustainable food chains** (bl.a. Marie Palmnäs som prosjektleder med bakgrunn i Food \& Nutrition Science og sirkulære matsystemer).[^21] - Konkrete P,research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Konkrete PhD,konkrete-phd,1,1,8,et på **circular \& sustainable food chains** (bl.a. Marie Palmnäs som prosjektleder med bakgrunn i Food \& Nutrition Science og sirkulære matsystemer).[^21] - Konkrete PhD‑prosjekter innen sirkulære matsystemer vil typi,research/bibliotek/forskningsrunde-2026-04-20-r2/p49-phd-prosjekter-norden-2026-04-20.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Bevilgning: NOK,bevilgning-nok,1,1,8,"t juni 2023 — markedet responderte 5. Konkurransetilsynet anbefaler at bransjen går bort fra praksis med faste, koordinerte prisvinduer - **Nøkkeldata:** - Bevilgning: NOK 3 millioner fra revidert nasjonalbudsjett 2023 -",research/bibliotek/konkurransetilsyn-konsulent.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Christian Anton Smedshaug,christian-anton-smedshaug,1,1,8,"g Småbrukarlag. Den mest markante kritikeren av dagligvarekjedenes makt, ""liksom-konkurranse"" og EMV. Kjent for ""Nordstad-tesen"" om infrastrukturmonopol. * **Christian Anton Smedshaug:** Daglig leder i AgriAnalyse. Ekspe",research/bibliotek/nordisk-mat-tenkere.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Ingrid Kleiva Møller,ingrid-kleiva-mller,1,1,8,"nfrastrukturmonopol. * **Christian Anton Smedshaug:** Daglig leder i AgriAnalyse. Ekspert på global matforsyning, landbrukspolitikk og norsk beredskap. * **Ingrid Kleiva Møller:** Fagansvarlig i Framtiden i våre hender. ",research/bibliotek/nordisk-mat-tenkere.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Annechen Bahr Bugge,annechen-bahr-bugge,1,1,8,"y:** Ernæringsbiolog som har drevet frem debatten om ultraprosessert mat, ofte i tospann med strukturkritikken til Nordstad. ### Forskere og Akademikere * **Annechen Bahr Bugge (SIFO/OsloMet):** Ledende forsker på nordme",research/bibliotek/nordisk-mat-tenkere.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Birger Svihus,birger-svihus,1,1,8,"forbrukeratferd. * **Simen Aardal Ulsaker (NHH):** Konkurranseøkonom som spesialiserer seg på vertikale relasjoner og kjøpermakt i dagligvaremarkedet. * **Birger Svihus (NMBU):** Professor i ernæring, en ofte polariseren",research/bibliotek/nordisk-mat-tenkere.md
